gap_id,date,pred_log10_chl,q05_log10_chl,q10_log10_chl,q25_log10_chl,q50_log10_chl,q75_log10_chl,q90_log10_chl,q95_log10_chl,pred_chl_mg_m3,q05_chl_mg_m3,q10_chl_mg_m3,q25_chl_mg_m3,q50_chl_mg_m3,q75_chl_mg_m3,q90_chl_mg_m3,q95_chl_mg_m3,artificial_validation_supported,event_caveat,quantile_calibrated,scenario_only_256day
REAL_L010_20150701,2015-07-11,0.1914656013250351,-0.2928350567817688,-0.1777141094207763,-0.0112338662147521,0.1581384241580963,0.348329484462738,0.5784310102462769,0.7371431589126587,1.5540521958309077,0.5095243495193635,0.6641801479381955,0.9744647501969211,1.439257244515088,2.230126428755621,3.788183518630996,5.45937791953556,True,no_event_bias_correction_applied,False,False
REAL_L010_20150701,2015-07-12,0.1529010683298111,-0.2778475880622864,-0.1705464124679565,-0.0199190378189086,0.1297416687011718,0.2922069132328033,0.4864428043365478,0.6302292346954346,1.4220048195330972,0.527414920708506,0.6752328889071588,0.9551706345421676,1.3481607178724395,1.959778158660406,3.0650869873791438,4.268047407240792,True,no_event_bias_correction_applied,False,False
REAL_L010_20150701,2015-07-13,0.1012486368417739,-0.2183230519294738,-0.1302316188812255,-0.0206120014190673,0.0843226015567779,0.2035923302173614,0.3407387733459472,0.4492534399032593,1.2625501471303622,0.6048907566176159,0.7409149895122656,0.9536477722336549,1.2142905118240952,1.598057237010241,2.19148636723531,2.8135422416612537,True,no_event_bias_correction_applied,False,False
REAL_L010_20150701,2015-07-14,0.0604678802192211,-0.1444579362869262,-0.0881977677345275,-0.0161076784133911,0.0500702857971191,0.1279542744159698,0.2149778604507446,0.27903613448143,1.149391232992089,0.7170378211152704,0.8162106031513083,0.9635900827222369,1.1222000553734603,1.3426235928209949,1.6405061410241193,1.9012364613843324,True,no_event_bias_correction_applied,False,False
REAL_L010_20150804,2015-08-04,0.5831125974655151,0.2817858457565307,0.36186283826828,0.47347491979599,0.581313967704773,0.6923328042030334,0.8057253360748291,0.8852923512458801,3.8292400933548034,1.913312222097816,2.300715075727269,2.974917454508025,3.8134140971668415,4.924167350038069,6.393303713768457,7.678782231040349,True,no_event_bias_correction_applied,False,False
REAL_L010_20150804,2015-08-05,0.5728407502174377,0.1052282750606536,0.2246749699115753,0.4060679674148559,0.5828475952148438,0.7553566098213196,0.9164571166038512,1.019252896308899,3.7397343223941415,1.2741726391625667,1.6775480553993634,2.5472288646363577,3.8269042411833984,5.693202217244254,8.250060181607893,10.453287529203536,True,no_event_bias_correction_applied,False,False
REAL_L010_20150804,2015-08-06,0.5738500952720642,0.0462647974491119,0.1764519810676574,0.3795827627182007,0.5884562134742737,0.7878252267837524,0.9645193815231324,1.073850393295288,3.748435957520876,1.1124097775484476,1.5012464072482274,2.3965294085303315,3.8766466133542323,6.135150584895717,9.21551014433086,11.853603423262514,True,no_event_bias_correction_applied,False,False
REAL_L010_20150804,2015-08-07,0.5995422601699829,0.0336314439773559,0.1755289733409881,0.4043390154838562,0.6318166255950928,0.8350216150283813,1.0072681903839111,1.1091899871826172,3.9768779265135583,1.0805166015706207,1.4980591906074752,2.5371083549247433,4.283676103355555,6.839456867135679,10.168764519357056,12.858490465747753,True,no_event_bias_correction_applied,False,False
REAL_L010_20150804,2015-08-08,0.569297194480896,-0.0159175992012023,0.1262211501598358,0.3491765856742859,0.5882364511489868,0.8121771812438965,1.0047332048416138,1.1204533576965332,3.7093447118866183,0.96401191292981,1.3372763071079667,2.234480585865264,3.8746854432364204,6.488991140983725,10.109582130712434,13.196335782573135,True,no_event_bias_correction_applied,False,False
REAL_L010_20150804,2015-08-09,0.5232844948768616,-0.1045405268669128,0.0488657653331756,0.2983350753784179,0.559849739074707,0.7941277027130127,0.9803352355957032,1.0860185623168943,3.336449031804619,0.7860668346728523,1.1190919335250162,1.9876278594653234,3.6295245564353715,6.224832972105991,9.557300374878965,12.1904170125574,True,no_event_bias_correction_applied,False,False
REAL_L010_20150804,2015-08-10,0.5863434076309204,-0.0379254221916198,0.1197617948055267,0.3677132427692413,0.6236612796783447,0.8521660566329956,1.0368947982788086,1.14213228225708,3.857832856938751,0.9163778386174997,1.3175338891656256,2.331917828317669,4.203986180004334,7.114855049124346,10.88666347301604,13.871782867642414,True,no_event_bias_correction_applied,False,False
REAL_L010_20150804,2015-08-11,0.6206372380256653,-0.0189488530158996,0.14075767993927,0.3992474675178528,0.6736174821853638,0.8991286754608154,1.074005365371704,1.1766526699066162,4.174815027099138,0.9573068069499666,1.3827946160610611,2.507537678650793,4.716474407172773,7.927361724750195,11.857833975114499,15.019402982225394,True,no_event_bias_correction_applied,False,False
REAL_L010_20150804,2015-08-12,0.5884760618209839,-0.0341424345970153,0.1216552853584289,0.3593997359275818,0.6145353317260742,0.8495125770568848,1.0464082956314087,1.1619632244110107,3.876823789872881,0.9243949524572739,1.3232907763048047,2.287703496370638,4.116568359966292,7.071516793161592,11.12777397130594,14.519886595459504,True,no_event_bias_correction_applied,False,False
REAL_L010_20150804,2015-08-13,0.6226447224617004,-0.0155481100082397,0.1470764279365539,0.4063185453414917,0.6713385581970215,0.8960853815078735,1.0760271549224854,1.177215337753296,4.194157377316911,0.9648324242697084,1.4030605960047513,2.54869898117211,4.691789923524866,7.872005366816231,11.913164945729445,15.038874590380304,True,no_event_bias_correction_applied,False,False
REAL_L010_20150804,2015-08-14,0.6304784417152405,0.0681852996349334,0.2183510065078735,0.443413108587265,0.6625173091888428,0.8619499802589417,1.029923677444458,1.1290090084075928,4.270497202582402,1.1699984856595262,1.6532974903753568,2.7759593908221523,4.597453117197933,7.276959875357,10.713310138605667,13.458882710221562,True,no_event_bias_correction_applied,False,False
REAL_L010_20150804,2015-08-15,0.6323951482772827,-0.0029936432838439,0.1663135886192321,0.4305411279201507,0.6833724975585938,0.8999018669128418,1.0750693082809448,1.1745610237121582,4.289386180803543,0.9931305846476052,1.466606443139095,2.694890527843738,4.823613451077047,7.941487687650482,11.886919135208828,14.947240547112028,True,no_event_bias_correction_applied,False,False
REAL_L010_20150804,2015-08-16,0.6781131029129028,0.1097034215927124,0.2601781189441681,0.5047640800476074,0.7289640307426453,0.912527322769165,1.0687997341156006,1.1618552207946775,4.765550794475412,1.2873701102320327,1.8204473329153439,3.1971578593489154,5.357522834524108,8.17574472389267,11.716549565987814,14.516276129873031,True,no_event_bias_correction_applied,False,False
REAL_L010_20150804,2015-08-17,0.710260808467865,0.2806015908718109,0.397083580493927,0.5679665803909302,0.7324270009994507,0.8799146413803101,1.014507293701172,1.0993247032165527,5.131694670287337,1.9081020181176995,2.4950748608898206,3.6979972204438205,5.400413335260454,7.584284946826093,10.339684656830473,12.569693941627742,True,no_event_bias_correction_applied,False,False
REAL_L010_20150804,2015-08-18,0.7528950572013855,0.4603202641010284,0.5400733351707458,0.6556411981582642,0.7633090019226074,0.8633451461791992,0.9601080417633056,1.0274685621261597,5.661024796628537,2.886159074269333,3.4679540554407633,4.525235632297262,5.798411085094204,7.300374613102156,9.122377533991054,10.652917461330224,True,no_event_bias_correction_applied,False,False
REAL_L001_20150914,2015-09-14,1.0979139804840088,0.8568280935287476,0.9267146587371826,1.013584017753601,1.1045030355453491,1.188862919807434,1.27197003364563,1.3229347467422483,12.528929932876231,7.191642553886012,8.44723660312424,10.317726648372304,12.72046641153691,15.447667742362391,18.70553067599912,21.03462368322102,True,no_event_bias_correction_applied,False,False
REAL_L001_20151019,2015-10-19,0.901319146156311,0.733086109161377,0.7842177748680115,0.8475244045257568,0.9042925834655762,0.9581630229949952,1.0181677341461182,1.0637829303741455,7.96744632042668,5.408615509203842,6.084400241043203,7.039217826518166,8.022183345266553,9.081613666572789,10.427200732160445,11.581983192878974,True,no_event_bias_correction_applied,False,False
REAL_L001_20151109,2015-11-09,-0.1318814754486084,-0.4483045935630798,-0.3762464523315429,-0.2741265892982483,-0.1618518829345703,-0.0225613713264465,0.127067357301712,0.2328532338142395,0.7381056411693618,0.35620122314569425,0.4204879432346452,0.5319531815536921,0.6888872027437847,0.9493768307179584,1.3398844819263247,1.7094375273596,True,no_event_bias_correction_applied,False,False
REAL_L001_20151109,2015-11-10,0.0337380841374397,-0.4151328206062317,-0.3118934631347656,-0.1604923009872436,0.0102868676185607,0.2099307775497436,0.3918970823287964,0.511570394039154,1.0807819528843974,0.38447418003706635,0.48764810048392215,0.6910471799264566,1.0239691385538023,1.621551616703758,2.465455012619574,3.2476587863967215,True,no_event_bias_correction_applied,False,False
REAL_L001_20151109,2015-11-11,0.2684055268764496,-0.2029750943183899,-0.091735303401947,0.0746727585792541,0.252942830324173,0.4411241710186004,0.635492742061615,0.7693167924880981,1.8552631856700457,0.6266498004107666,0.8095891824677413,1.1876070268716894,1.7903701576979354,2.7613672578514628,4.3200894781532195,5.879180480738967,True,no_event_bias_correction_applied,False,False
REAL_L001_20151109,2015-11-12,0.216899111866951,-0.2169166803359985,-0.1102277636528015,0.0587523877620697,0.2219009697437286,0.3855546712875366,0.5401549339294434,0.6390752792358398,1.647779562082932,0.606852743493941,0.775840124292746,1.1448600153990303,1.6668670808601915,2.4297112876834714,3.468605703905013,4.3558737048326,True,no_event_bias_correction_applied,False,False
REAL_L001_20151109,2015-11-13,0.3578969836235046,0.0192853212356567,0.1251610815525055,0.2605285346508026,0.3745482563972473,0.4786534607410431,0.5838972926139832,0.6632050275802612,2.2798012299489545,1.0454068012838584,1.3340161323094586,1.8219167753982384,2.3689083371338135,3.0106027967525706,3.8361651233734366,4.604739089923212,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-11-30,0.118980124592781,-0.1265588402748108,-0.0659516453742981,0.009234070777893,0.0777381062507629,0.1822932660579681,0.3253207802772522,0.430785208940506,1.31516464254659,0.7472073921340686,0.8591091699456028,1.0214898856119365,1.196019075254372,1.5215746566990431,2.1150506899862083,2.6964055286815447,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-01,0.145538255572319,-0.2290601134300232,-0.1360202431678772,-0.0107934474945068,0.100406527519226,0.2580259442329407,0.4531000852584839,0.5831091403961182,1.3981000639344678,0.5901193923828265,0.7311050047030245,0.9754534576798426,1.2601043985272982,1.8114483031425574,2.8385731159383023,3.829209611972691,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-02,0.3301582336425781,-0.1372855305671692,-0.0309900641441345,0.1226051747798919,0.2957912385463714,0.505706787109375,0.7071855068206787,0.8480948209762573,2.138741190272443,0.7289780798869439,0.9311291777405027,1.3261882470282709,1.9760195569431216,3.2041053499499386,5.095484757854272,7.048469437745878,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-03,0.4165949821472168,-0.1555994153022766,-0.0328560471534729,0.1588132977485656,0.3761705756187439,0.6507062911987305,0.8847516775131226,1.0341782569885254,2.6097264194547334,0.698876737043193,0.9271370847221312,1.44149552251876,2.3777740093623225,4.474106227280671,7.669228500188986,10.8187791900867,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-04,0.3030895590782165,-0.255397617816925,-0.1339017748832702,0.0526212453842163,0.2682606279850006,0.5212243795394897,0.7584593892097473,0.91036057472229,2.009507165223667,0.5553955326791693,0.7346800131876092,1.1288110325387584,1.8546442951490258,3.320659761180543,5.7340224530952595,8.135056521639736,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-05,0.3097569346427917,-0.2608137726783752,-0.1403006911277771,0.0494342446327209,0.2674650847911834,0.5350998640060425,0.7808422446250916,0.9365715980529784,2.040595547213548,0.5485121188300508,0.7239345581860359,1.1205577526363304,1.8512500565310592,3.428466134751104,6.037292877908483,8.641151074854125,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-06,0.5538530349731445,-0.0095793604850769,0.1180783510208129,0.3153295516967773,0.5463566184043884,0.7879622578620911,0.9962974786758424,1.1225261688232422,3.5797527795577264,0.9781841906780068,1.31243665421783,2.0669480040657207,3.5184924090981733,6.137086688119764,9.9151086750912,13.25947011540116,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-07,0.3448559939861297,-0.2648677229881286,-0.1437404751777649,0.0542735457420349,0.2951943874359131,0.6103933453559875,0.8609545826911926,1.001784086227417,2.2123609998107994,0.5434158193770566,0.7182233575264833,1.1331138442608926,1.9733057775392024,4.077494138053337,7.260300272643427,10.041164597925599,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-08,0.5686240792274475,-0.0306807160377502,0.1032245159149169,0.3069901168346405,0.5548616051673889,0.8139687776565552,1.046328902244568,1.1856753826141355,3.703600032424392,0.9317926576392399,1.2683073694607625,2.027636576416942,3.588075766933386,6.51581548809412,11.12573988855433,15.334703478729736,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-09,0.5929309725761414,0.0202931761741638,0.1513019800186157,0.3523626923561096,0.5829311013221741,0.8252779245376587,1.043160915374756,1.1751892566680908,3.916796180073998,1.0478356645296056,1.4167785728257487,2.2509336433480134,3.8276401487646106,6.687717577308277,11.044877803919253,14.968878271353518,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-10,0.4129225313663482,-0.2492495775222778,-0.117313265800476,0.1032483875751495,0.3957549631595611,0.7038280367851257,0.954370379447937,1.0998187065124512,2.587751275770891,0.5633138412642337,0.7632850113281785,1.2683770858305785,2.487453455825473,5.05624415350211,9.002650274324118,12.583999910094704,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-11,0.4032393097877502,-0.2185029983520507,-0.0845839381217956,0.1235207617282867,0.3624709844589233,0.657372772693634,0.9152902364730836,1.0671072006225586,2.5306921024921727,0.6046401769183088,0.8230307505531582,1.3289870886944375,2.303939043012883,4.543314205504984,8.22792333576316,11.670976662106938,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-12,0.4581504464149475,-0.1936325430870056,-0.0571858882904052,0.1738671660423278,0.454275906085968,0.7390376329421997,0.9761423468589784,1.1145488023757937,2.871775237682397,0.6402763446986377,0.8766255244129697,1.4923378910747294,2.8462687598780203,5.483244768515461,9.46547356336755,13.018135942667618,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-13,0.4501359164714813,-0.2311667203903198,-0.0953834056854248,0.1447587013244629,0.4464470744132995,0.7516145706176758,0.9992588758468628,1.1354223489761353,2.819265108283348,0.5872638657680977,0.8028170629003071,1.3955927392988026,2.7954200410944776,5.644358247285363,9.982949538185782,13.65910831608062,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-14,0.550420880317688,-0.1254550218582153,0.0389736294746398,0.2983507812023163,0.589489758014679,0.8505655527114868,1.0450893640518188,1.1559324264526367,3.551574100819052,0.7491089367086844,1.0938899428440223,1.987699741331006,3.8858833375105752,7.088682954505649,11.09403071798951,14.319650769899646,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-15,0.4672145843505859,-0.1609966158866882,-0.0358262062072753,0.1765846610069275,0.454920083284378,0.7487514615058899,0.9803870320320128,1.1066815853118896,2.932341753694949,0.6902451823539155,0.9208179863674602,1.5017051183757621,2.8504936855358354,5.607269907736325,9.558440300994208,12.784436351014708,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-16,0.4437823593616485,-0.2051544785499572,-0.0754774212837219,0.1431645452976226,0.4176886975765228,0.7236881256103516,0.9797436594963074,1.1228232383728027,2.7783206021090137,0.6235130124510625,0.8404707015446412,1.390479355616245,2.6163069662556966,5.292832199376117,9.544290719592574,13.268543065838701,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-17,0.5417010188102722,-0.1030597686767578,0.0447397232055664,0.2852920293807983,0.5632161498069763,0.8208332061767578,1.030623435974121,1.1502622365951538,3.480975918326598,0.7887515602154535,1.108510275447542,1.928821460174666,3.657767946439271,6.619622236693385,10.730585911784198,14.13390723531943,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-18,0.5686904788017273,-0.027377426624298,0.1127744019031524,0.3197422623634338,0.5531733632087708,0.805419921875,1.0377247333526611,1.1793761253356934,3.704166321603519,0.9389069922847291,1.2965056147607354,2.0880565790892485,3.574154840573304,6.38880925343591,10.907487735978542,15.11388541564621,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-19,0.437375396490097,-0.1851722002029419,-0.0563432574272155,0.1493784785270691,0.4045534431934356,0.703559398651123,0.953588604927063,1.0920631885528564,2.7376340664811156,0.6528716340472873,0.8783280300009172,1.4105174993507688,2.5383613311460222,5.053117519291558,8.98645915954248,12.361272731955308,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-20,0.5182988047599792,-0.1371570229530334,0.0181110501289367,0.2638591825962066,0.5383116006851196,0.8027130365371704,1.013063669204712,1.1291899681091309,3.298365694002913,0.7291938162108075,1.04258398651001,1.8359429532401552,3.453914643730261,6.349112706506587,10.305371899962392,13.464491860186833,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-21,0.444338709115982,-0.2128251791000366,-0.0635208487510681,0.1628262102603912,0.4219770133495331,0.7218918800354004,0.9685124158859252,1.1115095615386963,2.78188202998142,0.6125969368691677,0.8639311857881413,1.454876772350591,2.642268901713354,5.270986210290803,9.300631036074131,12.927351616823266,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-22,0.5854275822639465,-0.0261934399604797,0.12167689204216,0.3408030867576599,0.5806282758712769,0.8337804675102234,1.0580048561096191,1.1892926692962646,3.849706162461563,0.9414701610404328,1.3233566132834744,2.1918109221334974,3.8073979862761345,6.819938643895538,11.428911140760281,15.462961312169524,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-23,0.5458605289459229,-0.1187115907669067,0.041852056980133,0.297122061252594,0.5819957852363586,0.835121750831604,1.035840630531311,1.1478033065795898,3.5144755713960407,0.760831367278352,1.1011641325480133,1.9820840249688314,3.819405641454386,6.841034030783339,10.860270200955817,14.054108646967073,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-24,0.6100539565086365,-0.0073611140251159,0.1410482823848724,0.3644924759864807,0.6100436449050903,0.8639922142028809,1.085659146308899,1.212503433227539,4.0743089365094605,0.9831932447590788,1.383720204545565,2.314688084434339,4.074212199936762,7.311259761339545,12.180332568256068,16.311858041876455,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-25,0.5241139531135559,-0.1894478797912597,-0.0127411484718322,0.2675237655639648,0.5724921822547913,0.8411619663238525,1.0410774946212769,1.1487312316894531,3.342827398785188,0.6464755736637349,0.9710885904606287,1.8515002096595927,3.7367339881791066,6.936844613271216,10.992019612895225,14.084169130870537,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-26,0.5483335256576538,-0.1183796525001525,0.0428581237792968,0.2947323322296142,0.5766772627830505,0.8374843597412109,1.0456782579421997,1.1592838764190674,3.534545084741231,0.7614131052329407,1.1037179961200208,1.9712074516590772,3.7729170996895642,6.8783514083744395,11.109084186610627,14.430582978077794,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-27,0.4377709031105041,-0.2077627778053283,-0.060200810432434,0.1619791090488433,0.4139600694179535,0.7090405225753784,0.9545480012893676,1.0928322076797483,2.740128331586934,0.6197795212630519,0.8705609641950415,1.4520417680627684,2.5939408549900307,5.117295811000281,9.006333015946465,12.383180623646052,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-28,0.5053335428237915,-0.1722511053085327,-0.0149776935577392,0.2444864511489868,0.5445801019668579,0.811626672744751,1.0106532573699951,1.1132171154022217,3.2013528391328716,0.6725876594776276,0.9661004990344368,1.7558461155420235,3.504129130581665,6.48077095444336,10.248333680431088,12.978279276483185,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-29,0.4955568611621856,-0.2165560722351074,-0.0517312288284301,0.2249873578548431,0.5615043640136719,0.8228594064712524,1.01203453540802,1.115799903869629,3.130090260143934,0.607356841295713,0.8877052148668957,1.67875514949524,3.6433791110427567,6.650578231351847,10.280980499686782,13.055692237054613,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-30,0.4954027533531189,-0.1968405842781067,-0.021804392337799,0.2517166137695312,0.5454695224761963,0.8015210032463074,0.99134361743927,1.0964133739471436,3.128979756099938,0.6355641844816853,0.9510330456158441,1.7853222346000845,3.5113128227934642,6.331709822346331,9.802652727728523,12.485713748876309,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2015-12-31,0.5088672041893005,-0.1757027506828308,-0.0108813643455505,0.2583885490894317,0.5590466260910034,0.8138508796691895,1.0052677392959597,1.1121008396148682,3.2275070841804334,0.667263315892082,0.9752560107396613,1.8129613645857119,3.622818911091095,6.514046878771087,10.122032776899037,12.944963779938815,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2016-01-01,0.5034270286560059,-0.2028711438179016,-0.0533211231231689,0.191075712442398,0.521067202091217,0.830513596534729,1.0574619770050049,1.180063009262085,3.187329986819329,0.6267998100461074,0.8844613854632632,1.5526576679165844,3.319458183878814,6.768829838842156,11.414633637778405,15.137808581708812,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2016-01-02,0.6270411610603333,-0.0196807980537414,0.1398338377475738,0.377226710319519,0.6455586552619934,0.9015837907791138,1.115295171737671,1.2294703722000122,4.23683119495597,0.9556947536927816,1.3798562268418575,2.383563411949833,4.421388275526873,7.972302896971458,13.040527872921,16.961738844305927,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2016-01-03,0.5369216203689575,-0.176965594291687,-0.0093287825584411,0.2641490697860718,0.5781622529029846,0.8551843166351318,1.068165302276611,1.1790850162506104,3.4428778955208337,0.6653258626067342,0.9787487433076083,1.837168835745465,3.7858399770335467,7.164474093729492,11.699446135951195,15.103757920890638,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2016-01-04,0.4621537029743194,-0.2159514427185058,-0.061871588230133,0.1750320196151733,0.4550486207008362,0.7576700448989868,0.9984700679779052,1.1266779899597168,2.898369180149007,0.6082029989957866,0.8672182561034172,1.4963459744568977,2.851337466277388,5.7236101464756395,9.964833991078814,13.386837449098135,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2016-01-05,0.4620429575443268,-0.2239141464233398,-0.0670808553695678,0.1727455556392669,0.4587782323360443,0.7634498476982117,1.0012075901031494,1.1291143894195557,2.897630187984094,0.597153323270119,0.8568782998887914,1.4884887467179657,2.8759294782050087,5.800291869178912,10.027844483652183,13.462148887501204,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2016-01-06,0.4743601977825165,-0.2303488850593567,-0.0685048699378967,0.1820365786552429,0.4861641526222229,0.792490541934967,1.0192067623138428,1.139477014541626,2.9809877941052467,0.5883708050985199,0.8540732702600063,1.5206756039506741,3.0631209992377055,6.2014113807329565,10.45217716210932,13.787229807814436,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2016-01-07,0.6281242370605469,0.0265346765518188,0.1782907843589782,0.4097262024879455,0.6443771123886108,0.8774423599243164,1.0735714435577393,1.1869268417358398,4.247410507136874,1.0630034561543413,1.5076161613661874,2.568775807835315,4.4093757813127565,7.541233010717185,11.845992233117864,15.378955551642465,True,no_event_bias_correction_applied,False,False
REAL_L031_20151130,2016-01-08,0.4765914380550384,-0.2341169118881225,-0.0725365877151489,0.1765138208866119,0.4951460063457489,0.8037323951721191,1.0225067138671875,1.1448943614959717,2.9963423876400355,0.5832880622408702,0.8461812781392501,1.501460187113725,3.127130506791089,6.364032592699665,10.531899685314166,13.9602874742506,True,no_event_bias_correction_applied,False,False
