date,chl_mean,target_eligible_default,observed_chl,is_observed,reconstructed_chl,final_chl,is_reconstructed,gap_id,gap_length,method,method_sensitivity_variant,reconstructed_chl_sensitivity_variant,uncertainty_lower,uncertainty_upper,quality_flag,extrapolation_flag,notes
2015-07-16,0.9799166666666668,True,0.9799166666666668,True,,0.9799166666666668,False,,,,,,,,,False,
2015-07-17,0.9585,True,0.9585,True,,0.9585,False,,,,,,,,,False,
2015-07-18,1.6441666666666663,True,1.6441666666666663,True,,1.6441666666666663,False,,,,,,,,,False,
2015-07-19,3.1671666666666667,True,3.1671666666666667,True,,3.1671666666666667,False,,,,,,,,,False,
2015-07-20,4.803541666666667,True,4.803541666666667,True,,4.803541666666667,False,,,,,,,,,False,
2015-07-21,5.633541666666666,True,5.633541666666666,True,,5.633541666666666,False,,,,,,,,,False,
2015-07-22,8.091583333333334,True,8.091583333333334,True,,8.091583333333334,False,,,,,,,,,False,
2015-07-23,7.7175,True,7.7175,True,,7.7175,False,,,,,,,,,False,
2015-07-24,10.013875,True,10.013875,True,,10.013875,False,,,,,,,,,False,
2015-07-25,11.933458333333334,True,11.933458333333334,True,,11.933458333333334,False,,,,,,,,,False,
2015-07-26,12.118458333333333,True,12.118458333333333,True,,12.118458333333333,False,,,,,,,,,False,
2015-07-27,10.598291666666666,True,10.598291666666666,True,,10.598291666666666,False,,,,,,,,,False,
2015-07-28,7.710791666666666,True,7.710791666666666,True,,7.710791666666666,False,,,,,,,,,False,
2015-07-29,6.958833333333334,True,6.958833333333334,True,,6.958833333333334,False,,,,,,,,,False,
2015-07-30,7.116791666666667,True,7.116791666666667,True,,7.116791666666667,False,,,,,,,,,False,
2015-07-31,6.095624999999999,True,6.095624999999999,True,,6.095624999999999,False,,,,,,,,,False,
2015-08-01,3.984291666666666,True,3.984291666666666,True,,3.984291666666666,False,,,,,,,,,False,
2015-08-02,4.658458333333333,True,4.658458333333333,True,,4.658458333333333,False,,,,,,,,,False,
2015-08-03,4.077375,True,4.077375,True,,4.077375,False,,,,,,,,,False,
2015-08-04,6.1297500000000005,False,6.1297500000000005,False,4.124365211072112,4.124365211072112,True,REAL_L010_20150804,15.0,state_space_kalman,gap_edge_residual_model_sensitivity,4.229858532080387,1.7155252028387094,9.91555726849977,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-08-05,,False,,False,4.171896966627281,4.171896966627281,True,REAL_L010_20150804,15.0,state_space_kalman,gap_edge_residual_model_sensitivity,4.969015877105462,1.2584707005597395,13.830059207904226,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-08-06,,False,,False,4.219976507761693,4.219976507761693,True,REAL_L010_20150804,15.0,state_space_kalman,gap_edge_residual_model_sensitivity,4.984707099579488,1.0257238910134694,17.361593974831884,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-08-07,,False,,False,4.2686101474978155,4.2686101474978155,True,REAL_L010_20150804,15.0,state_space_kalman,gap_edge_residual_model_sensitivity,4.698679369519752,0.8888009398342084,20.500690058586304,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-08-08,,False,,False,4.317804271613326,4.317804271613326,True,REAL_L010_20150804,15.0,state_space_kalman,gap_edge_residual_model_sensitivity,4.72379667384185,0.8049706877303481,23.160388337280096,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-08-09,,False,,False,4.367565339479584,4.367565339479584,True,REAL_L010_20150804,15.0,state_space_kalman,gap_edge_residual_model_sensitivity,4.397932336861667,0.755647737391937,25.2440734626713,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-08-10,,False,,False,4.417899884909764,4.417899884909764,True,REAL_L010_20150804,15.0,state_space_kalman,gap_edge_residual_model_sensitivity,4.965136999075359,0.7319479050520632,26.66561275518291,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-08-11,,False,,False,4.468814517016788,4.468814517016788,True,REAL_L010_20150804,15.0,state_space_kalman,gap_edge_residual_model_sensitivity,4.611845924294195,0.7299358793566427,27.358982826137527,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-08-12,,False,,False,4.520315921081104,4.520315921081104,True,REAL_L010_20150804,15.0,state_space_kalman,gap_edge_residual_model_sensitivity,4.1004852730180295,0.7489159679489613,27.283776686374296,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-08-13,,False,,False,4.572410859428504,4.572410859428504,True,REAL_L010_20150804,15.0,state_space_kalman,gap_edge_residual_model_sensitivity,4.63111909667375,0.7910887764223274,26.428059265321213,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-08-14,,False,,False,4.625106172318039,4.625106172318039,True,REAL_L010_20150804,15.0,state_space_kalman,gap_edge_residual_model_sensitivity,4.816446450921193,0.8622611545487258,24.808733400972898,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-08-15,,False,,False,4.678408778840165,4.678408778840165,True,REAL_L010_20150804,15.0,state_space_kalman,gap_edge_residual_model_sensitivity,4.626989068511216,0.974128340579239,22.468814210778337,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-08-16,,False,,False,4.732325677825254,4.732325677825254,True,REAL_L010_20150804,15.0,state_space_kalman,gap_edge_residual_model_sensitivity,4.387841619875558,1.1502574715460914,19.469472596341987,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-08-17,,False,,False,4.786863948762557,4.786863948762557,True,REAL_L010_20150804,15.0,state_space_kalman,gap_edge_residual_model_sensitivity,4.3575477368025455,1.443978141184418,15.868707295781835,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-08-18,4.099230769230769,False,4.099230769230769,False,4.842030752729776,4.842030752729776,True,REAL_L010_20150804,15.0,state_space_kalman,gap_edge_residual_model_sensitivity,5.195719711792446,2.0140374006958366,11.64092672870956,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-08-19,4.897833333333334,True,4.897833333333334,True,,4.897833333333334,False,,,,,,,,,False,
2015-08-20,2.565583333333333,True,2.565583333333333,True,,2.565583333333333,False,,,,,,,,,False,
2015-08-21,1.9542916666666663,True,1.9542916666666663,True,,1.9542916666666663,False,,,,,,,,,False,
2015-08-22,1.8032083333333333,True,1.8032083333333333,True,,1.8032083333333333,False,,,,,,,,,False,
2015-08-23,3.5695833333333336,True,3.5695833333333336,True,,3.5695833333333336,False,,,,,,,,,False,
2015-08-24,6.666458333333334,True,6.666458333333334,True,,6.666458333333334,False,,,,,,,,,False,
2015-08-25,4.984666666666667,True,4.984666666666667,True,,4.984666666666667,False,,,,,,,,,False,
2015-08-26,3.1843333333333335,True,3.1843333333333335,True,,3.1843333333333335,False,,,,,,,,,False,
2015-08-27,3.4482500000000003,True,3.4482500000000003,True,,3.4482500000000003,False,,,,,,,,,False,
2015-08-28,6.541875,True,6.541875,True,,6.541875,False,,,,,,,,,False,
2015-08-29,8.607291666666667,True,8.607291666666667,True,,8.607291666666667,False,,,,,,,,,False,
2015-08-30,8.854125000000002,True,8.854125000000002,True,,8.854125000000002,False,,,,,,,,,False,
2015-08-31,5.351,True,5.351,True,,5.351,False,,,,,,,,,False,
2015-09-01,5.7035833333333334,True,5.7035833333333334,True,,5.7035833333333334,False,,,,,,,,,False,
2015-09-02,5.207666666666667,True,5.207666666666667,True,,5.207666666666667,False,,,,,,,,,False,
2015-09-03,2.7680833333333332,True,2.7680833333333332,True,,2.7680833333333332,False,,,,,,,,,False,
2015-09-04,2.55325,True,2.55325,True,,2.55325,False,,,,,,,,,False,
2015-09-05,1.6928333333333334,True,1.6928333333333334,True,,1.6928333333333334,False,,,,,,,,,False,
2015-09-06,0.963875,True,0.963875,True,,0.963875,False,,,,,,,,,False,
2015-09-07,1.531291666666667,True,1.531291666666667,True,,1.531291666666667,False,,,,,,,,,False,
2015-09-08,1.643541666666667,True,1.643541666666667,True,,1.643541666666667,False,,,,,,,,,False,
2015-09-09,1.5445000000000002,True,1.5445000000000002,True,,1.5445000000000002,False,,,,,,,,,False,
2015-09-10,1.7497916666666666,True,1.7497916666666666,True,,1.7497916666666666,False,,,,,,,,,False,
2015-09-11,1.2012916666666666,True,1.2012916666666666,True,,1.2012916666666666,False,,,,,,,,,False,
2015-09-12,1.0795416666666666,True,1.0795416666666666,True,,1.0795416666666666,False,,,,,,,,,False,
2015-09-13,6.2114166666666675,True,6.2114166666666675,True,,6.2114166666666675,False,,,,,,,,,False,
2015-09-14,13.432357142857144,False,13.432357142857144,False,13.16067758962602,13.16067758962602,True,REAL_L001_20150914,1.0,gaussian_process,,,6.199555989561096,27.938038612721137,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gaussian_process. "
2015-09-15,14.343625,True,14.343625,True,,14.343625,False,,,,,,,,,False,
2015-09-16,9.149708333333336,True,9.149708333333336,True,,9.149708333333336,False,,,,,,,,,False,
2015-09-17,5.2484166666666665,True,5.2484166666666665,True,,5.2484166666666665,False,,,,,,,,,False,
2015-09-18,1.79725,True,1.79725,True,,1.79725,False,,,,,,,,,False,
2015-09-19,2.156,True,2.156,True,,2.156,False,,,,,,,,,False,
2015-09-20,4.539541666666667,True,4.539541666666667,True,,4.539541666666667,False,,,,,,,,,False,
2015-09-21,6.954833333333333,True,6.954833333333333,True,,6.954833333333333,False,,,,,,,,,False,
2015-09-22,10.142583333333333,True,10.142583333333333,True,,10.142583333333333,False,,,,,,,,,False,
2015-09-23,13.66725,True,13.66725,True,,13.66725,False,,,,,,,,,False,
2015-09-24,12.332,True,12.332,True,,12.332,False,,,,,,,,,False,
2015-09-25,6.335208333333334,True,6.335208333333334,True,,6.335208333333334,False,,,,,,,,,False,
2015-09-26,2.1664999999999996,True,2.1664999999999996,True,,2.1664999999999996,False,,,,,,,,,False,
2015-09-27,1.9611666666666665,True,1.9611666666666665,True,,1.9611666666666665,False,,,,,,,,,False,
2015-09-28,2.8517500000000005,True,2.8517500000000005,True,,2.8517500000000005,False,,,,,,,,,False,
2015-09-29,1.6382916666666667,True,1.6382916666666667,True,,1.6382916666666667,False,,,,,,,,,False,
2015-09-30,3.3019999999999996,True,3.3019999999999996,True,,3.3019999999999996,False,,,,,,,,,False,
2015-10-01,7.007583333333334,True,7.007583333333334,True,,7.007583333333334,False,,,,,,,,,False,
2015-10-02,9.927208333333333,True,9.927208333333333,True,,9.927208333333333,False,,,,,,,,,False,
2015-10-03,11.692166666666663,True,11.692166666666663,True,,11.692166666666663,False,,,,,,,,,False,
2015-10-04,9.682708333333332,True,9.682708333333332,True,,9.682708333333332,False,,,,,,,,,False,
2015-10-05,6.196458333333333,True,6.196458333333333,True,,6.196458333333333,False,,,,,,,,,False,
2015-10-06,4.311833333333333,True,4.311833333333333,True,,4.311833333333333,False,,,,,,,,,False,
2015-10-07,3.2705416666666665,True,3.2705416666666665,True,,3.2705416666666665,False,,,,,,,,,False,
2015-10-08,1.6302083333333333,True,1.6302083333333333,True,,1.6302083333333333,False,,,,,,,,,False,
2015-10-09,1.717666666666667,True,1.717666666666667,True,,1.717666666666667,False,,,,,,,,,False,
2015-10-10,1.7123333333333337,True,1.7123333333333337,True,,1.7123333333333337,False,,,,,,,,,False,
2015-10-11,1.3790000000000002,True,1.3790000000000002,True,,1.3790000000000002,False,,,,,,,,,False,
2015-10-12,0.7305000000000001,True,0.7305000000000001,True,,0.7305000000000001,False,,,,,,,,,False,
2015-10-13,12.436541666666669,True,12.436541666666669,True,,12.436541666666669,False,,,,,,,,,False,
2015-10-14,19.756375,True,19.756375,True,,19.756375,False,,,,,,,,,False,
2015-10-15,7.778333333333333,True,7.778333333333333,True,,7.778333333333333,False,,,,,,,,,False,
2015-10-16,9.916791666666668,True,9.916791666666668,True,,9.916791666666668,False,,,,,,,,,False,
2015-10-17,11.48745833333333,True,11.48745833333333,True,,11.48745833333333,False,,,,,,,,,False,
2015-10-18,10.878916666666663,True,10.878916666666663,True,,10.878916666666663,False,,,,,,,,,False,
2015-10-19,,False,,False,7.746937697073135,7.746937697073135,True,REAL_L001_20151019,1.0,gaussian_process,,,3.8276236782254927,15.679452508287364,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gaussian_process. "
2015-10-20,5.321478260869565,True,5.321478260869565,True,,5.321478260869565,False,,,,,,,,,False,
2015-10-21,3.625291666666667,True,3.625291666666667,True,,3.625291666666667,False,,,,,,,,,False,
2015-10-22,2.1502083333333335,True,2.1502083333333335,True,,2.1502083333333335,False,,,,,,,,,False,
2015-10-23,0.8884736842105263,True,0.8884736842105263,True,,0.8884736842105263,False,,,,,,,,,False,
2015-10-24,0.5167916666666666,True,0.5167916666666666,True,,0.5167916666666666,False,,,,,,,,,False,
2015-10-25,0.7171249999999999,True,0.7171249999999999,True,,0.7171249999999999,False,,,,,,,,,False,
2015-10-26,0.616875,True,0.616875,True,,0.616875,False,,,,,,,,,False,
2015-10-27,0.7291666666666666,True,0.7291666666666666,True,,0.7291666666666666,False,,,,,,,,,False,
2015-10-28,1.575416666666667,True,1.575416666666667,True,,1.575416666666667,False,,,,,,,,,False,
2015-10-29,1.922125,True,1.922125,True,,1.922125,False,,,,,,,,,False,
2015-10-30,1.797208333333333,True,1.797208333333333,True,,1.797208333333333,False,,,,,,,,,False,
2015-10-31,1.416958333333333,True,1.416958333333333,True,,1.416958333333333,False,,,,,,,,,False,
2015-11-01,2.250375,True,2.250375,True,,2.250375,False,,,,,,,,,False,
2015-11-02,5.317166666666666,True,5.317166666666666,True,,5.317166666666666,False,,,,,,,,,False,
2015-11-03,6.528958333333333,True,6.528958333333333,True,,6.528958333333333,False,,,,,,,,,False,
2015-11-04,5.941666666666666,True,5.941666666666666,True,,5.941666666666666,False,,,,,,,,,False,
2015-11-05,2.825125,True,2.825125,True,,2.825125,False,,,,,,,,,False,
2015-11-06,1.7921249999999995,True,1.7921249999999995,True,,1.7921249999999995,False,,,,,,,,,False,
2015-11-07,1.027125,True,1.027125,True,,1.027125,False,,,,,,,,,False,
2015-11-08,0.6535833333333333,True,0.6535833333333333,True,,0.6535833333333333,False,,,,,,,,,False,
2015-11-09,0.3874,False,0.3874,False,0.8453157932243042,0.8453157932243042,True,REAL_L001_20151109,5.0,state_space_kalman,,,0.3696974363859988,1.932820517392953,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-11-10,0.3745454545454545,False,0.3745454545454545,False,1.093294081766316,1.093294081766316,True,REAL_L001_20151109,5.0,state_space_kalman,,,0.3840746755164101,3.1121342421707814,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-11-11,,False,,False,1.414018238871448,1.414018238871448,True,REAL_L001_20151109,5.0,state_space_kalman,,,0.4662023698204652,4.2887975465056085,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-11-12,,False,,False,1.8288286868166543,1.8288286868166543,True,REAL_L001_20151109,5.0,state_space_kalman,,,0.6424682948337261,5.2058823643416225,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-11-13,0.7243,False,0.7243,False,2.365326184471936,2.365326184471936,True,REAL_L001_20151109,5.0,state_space_kalman,,,1.0344714172208953,5.408334987136615,standard_uncertainty,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=state_space_kalman. "
2015-11-14,3.059208333333333,True,3.059208333333333,True,,3.059208333333333,False,,,,,,,,,False,
2015-11-15,4.090291666666666,True,4.090291666666666,True,,4.090291666666666,False,,,,,,,,,False,
2015-11-16,1.8021666666666665,True,1.8021666666666665,True,,1.8021666666666665,False,,,,,,,,,False,
2015-11-17,1.2130416666666666,True,1.2130416666666666,True,,1.2130416666666666,False,,,,,,,,,False,
2015-11-18,0.9417083333333331,True,0.9417083333333331,True,,0.9417083333333331,False,,,,,,,,,False,
2015-11-19,0.3699166666666666,True,0.3699166666666666,True,,0.3699166666666666,False,,,,,,,,,False,
2015-11-20,0.2383333333333333,True,0.2383333333333333,True,,0.2383333333333333,False,,,,,,,,,False,
2015-11-21,0.3047083333333333,True,0.3047083333333333,True,,0.3047083333333333,False,,,,,,,,,False,
2015-11-22,1.1120416666666666,True,1.1120416666666666,True,,1.1120416666666666,False,,,,,,,,,False,
2015-11-23,1.4891250000000005,True,1.4891250000000005,True,,1.4891250000000005,False,,,,,,,,,False,
2015-11-24,1.8140833333333333,True,1.8140833333333333,True,,1.8140833333333333,False,,,,,,,,,False,
2015-11-25,1.674875,True,1.674875,True,,1.674875,False,,,,,,,,,False,
2015-11-26,1.7988333333333333,True,1.7988333333333333,True,,1.7988333333333333,False,,,,,,,,,False,
2015-11-27,1.5785833333333332,True,1.5785833333333332,True,,1.5785833333333332,False,,,,,,,,,False,
2015-11-28,1.329041666666667,True,1.329041666666667,True,,1.329041666666667,False,,,,,,,,,False,
2015-11-29,1.147375,True,1.147375,True,,1.147375,False,,,,,,,,,False,
2015-11-30,,False,,False,1.548545313340814,1.548545313340814,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.5664802406354026,4.233144274864821,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-01,,False,,False,1.5910575320406264,1.5910575320406264,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.5650324503899385,4.480210063185225,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-02,,False,,False,1.6925320265124342,1.6925320265124342,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.5696454973166475,5.028855093675766,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-03,,False,,False,1.670243895538239,1.670243895538239,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.5872524318772935,4.750452308328053,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-04,,False,,False,1.5278847208191602,1.5278847208191602,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.5532519682021776,4.219472960391819,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-05,,False,,False,1.498102901169148,1.498102901169148,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.5361388243466287,4.186065624377181,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-06,,False,,False,1.6492475623275489,1.6492475623275489,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.5716791025497897,4.757944640116463,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-07,,False,,False,1.6424055345126425,1.6424055345126425,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.6193092251907836,4.355652766139195,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-08,,False,,False,1.699022146978982,1.699022146978982,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.6100210808550574,4.732092621912113,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-09,,False,,False,1.7971075728869128,1.7971075728869128,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.6611632411244572,4.884717461053694,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-10,,False,,False,1.7649784745870336,1.7649784745870336,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.5924679534155163,5.257919855069057,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-11,,False,,False,1.8256483288516612,1.8256483288516612,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.6450448427722095,5.167069945578765,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-12,,False,,False,1.679452497853551,1.679452497853551,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.6167003585029902,4.573632321851253,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-13,,False,,False,1.5914903424099427,1.5914903424099427,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.6066793088945449,4.174926477382772,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-14,,False,,False,1.649986600393972,1.649986600393972,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.6248533878987602,4.356951301223887,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-15,,False,,False,1.5970429653254077,1.5970429653254077,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.59639202942995,4.276626962190058,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-16,,False,,False,1.5463267469036617,1.5463267469036617,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.5858042444376356,4.081784027504121,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-17,,False,,False,1.6341105520742256,1.6341105520742256,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.5842907387536598,4.570185901108644,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
2015-12-18,,False,,False,1.6748075823349284,1.6748075823349284,True,REAL_L031_20151130,45.0,gap_edge_residual_model,,,0.5967690971608505,4.7002776303118905,moderate_uncertainty_long_gap,False,"Retrospective reconstruction (engineered hybrid pipeline, primary method assignment). Method=gap_edge_residual_model. "
