date,chl_mean,target_eligible_default,chl_satellite_proxy_log10,wind_spd_ms,sst_primary_degC,gap_id,in_real_gap
2015-07-29,6.958833333333334,True,-0.198587445822871,2.968585737929601,13.196008300781273,REAL_L010_20150701,False
2015-07-30,7.116791666666667,True,0.4298664804221389,1.5164928567550588,13.127008056640648,REAL_L010_20150701,False
2015-07-31,6.095624999999999,True,0.3488211183598327,2.9414299469152216,13.141992187500025,REAL_L010_20150701,False
2015-08-01,3.984291666666666,True,0.2955654799565793,4.267015898200576,13.137994384765648,REAL_L010_20150701,False
2015-08-02,4.658458333333333,True,0.3563559281260455,4.385080296112191,13.166986083984398,REAL_L010_20150701,False
2015-08-03,4.077375,True,,4.993294878456618,13.383996582031273,REAL_L010_20150701,False
2015-08-04,6.1297500000000005,False,0.919998193415432,1.1088733740642636,13.646997070312525,REAL_L010_20150701,False
2015-08-05,,False,,1.0059944682472268,13.701989746093773,REAL_L010_20150701,False
2015-08-06,,False,,4.114648330736532,13.504998779296898,REAL_L010_20150701,False
2015-08-07,,False,-0.4467255989826605,4.29104628097086,13.361993408203148,REAL_L010_20150701,False
2015-08-08,,False,,11.353540264744865,13.430993652343773,REAL_L010_20150701,False
2015-08-09,,False,-0.2385377694918979,0.9784632448716076,13.422998046875025,REAL_L010_20150701,False
2015-08-10,,False,-0.4061263607101208,3.00522336041304,13.322991943359398,REAL_L010_20150701,False
2015-08-11,,False,-0.3108742405899222,4.802713023451946,13.086999511718773,REAL_L010_20150701,False
2015-08-12,,False,,3.0234417764743573,12.972985839843773,REAL_L010_20150701,False
2015-08-13,,False,-0.267212503305788,3.075313632733464,13.058007812500025,REAL_L010_20150701,False
2015-08-14,,False,1.2075141582070803,3.557083791567653,13.635003662109398,REAL_L010_20150701,False
2015-08-15,,False,-0.1546880170887364,5.658011410897084,13.504998779296898,REAL_L010_20150701,False
2015-08-16,,False,-0.2546588925608556,3.0976813884239505,13.363000488281273,REAL_L010_20150701,False
2015-08-17,,False,0.9936653499584692,2.5653789698083447,13.485986328125025,REAL_L010_20150701,False
2015-08-18,4.099230769230769,False,1.1159056407421863,3.7316770247036257,13.627984619140648,REAL_L010_20150701,False
2015-08-19,4.897833333333334,True,,1.2894525316662626,13.620996093750025,REAL_L010_20150701,False
2015-08-20,2.565583333333333,True,0.6858046204070448,0.9624203218408904,13.682000732421898,REAL_L010_20150701,False
2015-08-21,1.9542916666666663,True,-0.0536832751531288,1.8796204290298488,13.745996093750025,REAL_L010_20150701,False
2015-08-22,1.8032083333333333,True,-0.1657925963117446,3.8511658454364,13.831994628906273,REAL_L010_20150701,False
2015-08-23,3.5695833333333336,True,0.8159158258229554,3.800937238366695,13.934991455078148,REAL_L010_20150701,False
2015-08-24,6.666458333333334,True,-0.5076603723235591,2.262103633853939,13.946008300781273,REAL_L010_20150701,False
2015-08-25,4.984666666666667,True,0.036686444812109,2.13628478743443,14.137994384765648,REAL_L010_20150701,False
2015-08-26,3.1843333333333335,True,0.0087647875000156,3.8880422930306624,14.174981689453148,REAL_L010_20150701,False
2015-08-27,3.4482500000000003,True,0.2296026128621364,2.757914688704996,14.158990478515648,REAL_L010_20150701,False
2015-08-28,6.541875,True,0.1592580667356004,3.362173548846575,14.083001708984398,REAL_L010_20150701,False
2015-08-29,8.607291666666667,True,0.3769761779044424,4.8880796339598005,14.141992187500025,REAL_L010_20150701,False
2015-08-30,8.854125000000002,True,-0.0860262560662125,3.048363440510776,14.340997314453148,REAL_L010_20150701,False
2015-08-31,5.351,True,-0.4897816020692915,1.5730363372861589,14.346978759765648,REAL_L010_20150701,False
2015-09-01,5.7035833333333334,True,-0.2504199676216978,0.724104428701541,14.312982177734398,REAL_L010_20150701,False
2015-09-02,5.207666666666667,True,-0.5145328207255878,1.193294951782722,14.314996337890648,REAL_L010_20150701,False
2015-09-03,2.7680833333333332,True,-0.1496022588229769,1.0017870106289477,14.348992919921898,REAL_L010_20150701,False
2015-09-04,2.55325,True,,1.8969660139753035,14.463006591796898,REAL_L010_20150701,False
2015-09-05,1.6928333333333334,True,,2.0120480715132505,14.937005615234398,REAL_L010_20150701,False
2015-09-06,0.963875,True,-0.3896128120516853,4.0166980769355884,14.541986083984398,REAL_L010_20150701,False
2015-09-07,1.531291666666667,True,-0.5431943340046481,2.4378261384991475,14.493981933593773,REAL_L010_20150701,False
2015-09-08,1.643541666666667,True,0.5811886677801562,4.703064979008021,14.502008056640648,REAL_L010_20150701,False
2015-09-09,1.5445000000000002,True,,5.0749108670774765,14.394006347656273,REAL_L010_20150701,False
2015-09-10,1.7497916666666666,True,0.9066281256960708,5.712905530810445,14.227990722656273,REAL_L010_20150701,False
2015-09-11,1.2012916666666666,True,0.0493644866649535,5.465099081266046,14.205987548828148,REAL_L010_20150701,False
2015-09-12,1.0795416666666666,True,1.2420149908579792,4.512519052741779,14.131982421875025,REAL_L010_20150701,False
